"","X","ID.true","Word","ConcValCombo","Task","BlockOrder","Group","Response","Accuracy","ReactionTime","LogReactionTime"
"7340",8348,"47bc61b523a3a7d8d530b557ad64e225","regret","abstract-negative","Valence","CV","B","negative",1,683,6.52649485957079
"7341",8349,"47bc61b523a3a7d8d530b557ad64e225","failure","abstract-negative","Valence","CV","B","negative",1,756,6.62804137617953
"7342",8350,"47bc61b523a3a7d8d530b557ad64e225","despair","abstract-negative","Valence","CV","B","negative",1,634,6.45204895443723
"7343",8351,"47bc61b523a3a7d8d530b557ad64e225","injury","concrete-negative","Valence","CV","B","negative",1,967,6.87419849545329
"7344",8352,"47bc61b523a3a7d8d530b557ad64e225","compassion","abstract-positive","Valence","CV","B","positive",1,865,6.76272950693188
"7345",8354,"47bc61b523a3a7d8d530b557ad64e225","stench","concrete-negative","Valence","CV","B","negative",1,890,6.79122146272619
"7346",8355,"47bc61b523a3a7d8d530b557ad64e225","grief","abstract-negative","Valence","CV","B","negative",1,636,6.45519856334012
"7347",8356,"47bc61b523a3a7d8d530b557ad64e225","freedom","abstract-positive","Valence","CV","B","positive",1,858,6.75460409948796
"7348",8357,"47bc61b523a3a7d8d530b557ad64e225","vomit","concrete-negative","Valence","CV","B","negative",1,928,6.8330317327862
"7349",8358,"47bc61b523a3a7d8d530b557ad64e225","guilt","abstract-negative","Valence","CV","B","negative",1,647,6.4723462945009
"7350",8359,"47bc61b523a3a7d8d530b557ad64e225","filth","concrete-negative","Valence","CV","B","negative",1,561,6.3297209055227
"7351",8360,"47bc61b523a3a7d8d530b557ad64e225","mud","concrete-negative","Valence","CV","B","negative",1,513,6.24027584517077
"7352",8361,"47bc61b523a3a7d8d530b557ad64e225","music","concrete-positive","Valence","CV","B","positive",1,802,6.68710860786651
"7353",8362,"47bc61b523a3a7d8d530b557ad64e225","laughter","concrete-positive","Valence","CV","B","positive",1,926,6.83087423464618
"7354",8363,"47bc61b523a3a7d8d530b557ad64e225","inspiration","abstract-positive","Valence","CV","B","positive",1,628,6.4425401664682
"7355",8364,"47bc61b523a3a7d8d530b557ad64e225","happiness","abstract-positive","Valence","CV","B","positive",1,657,6.48768401848461
"7356",8365,"47bc61b523a3a7d8d530b557ad64e225","home","concrete-positive","Valence","CV","B","positive",1,921,6.82546003625531
"7357",8366,"47bc61b523a3a7d8d530b557ad64e225","gratitude","abstract-positive","Valence","CV","B","positive",1,896,6.79794041297493
"7358",8367,"47bc61b523a3a7d8d530b557ad64e225","lonliness","abstract-negative","Valence","CV","B","negative",1,735,6.59987049921284
"7359",8368,"47bc61b523a3a7d8d530b557ad64e225","rot","concrete-negative","Valence","CV","B","negative",1,625,6.4377516497364
"7360",8369,"47bc61b523a3a7d8d530b557ad64e225","flowers","concrete-positive","Valence","CV","B","positive",1,1167,7.06219163228656
"7361",8370,"47bc61b523a3a7d8d530b557ad64e225","joy","abstract-positive","Valence","CV","B","positive",1,679,6.5206211275587
"7362",8371,"47bc61b523a3a7d8d530b557ad64e225","kindness","abstract-positive","Valence","CV","B","positive",1,916,6.82001636467413
"7363",8372,"47bc61b523a3a7d8d530b557ad64e225","envy","abstract-negative","Valence","CV","B","negative",1,681,6.52356230614951
"7364",8373,"47bc61b523a3a7d8d530b557ad64e225","love","abstract-positive","Valence","CV","B","positive",1,762,6.63594655568665
"7365",8374,"47bc61b523a3a7d8d530b557ad64e225","hope","abstract-positive","Valence","CV","B","positive",1,1120,7.02108396428914
"7366",8375,"47bc61b523a3a7d8d530b557ad64e225","beach","concrete-positive","Valence","CV","B","positive",1,865,6.76272950693188
"7367",8376,"47bc61b523a3a7d8d530b557ad64e225","shame","abstract-negative","Valence","CV","B","negative",1,787,6.6682282484174
"7368",8377,"47bc61b523a3a7d8d530b557ad64e225","mold","concrete-negative","Valence","CV","B","negative",1,961,6.86797440897029
"7369",8378,"47bc61b523a3a7d8d530b557ad64e225","smoke","concrete-negative","Valence","CV","B","negative",1,488,6.19031540585315
"7370",8379,"47bc61b523a3a7d8d530b557ad64e225","rust","concrete-negative","Valence","CV","B","negative",1,983,6.89060912014717
"7371",8380,"47bc61b523a3a7d8d530b557ad64e225","anxiety","abstract-negative","Valence","CV","B","negative",1,660,6.49223983502047
"7372",8381,"47bc61b523a3a7d8d530b557ad64e225","garbage","concrete-negative","Valence","CV","B","negative",1,573,6.35088571671474
"7373",8382,"47bc61b523a3a7d8d530b557ad64e225","sunshine","concrete-positive","Valence","CV","B","positive",1,863,6.76041469108343
"7374",8383,"13c7c8a20a36f2b7355534ed5f3c5cf2","gratitude","abstract-positive","Concrete","CV","B","abstract",1,1069,6.97447891102505
"7375",8384,"13c7c8a20a36f2b7355534ed5f3c5cf2","fireplace","concrete-positive","Concrete","CV","B","concrete",1,976,6.88346258641309
"7376",8386,"13c7c8a20a36f2b7355534ed5f3c5cf2","kindness","abstract-positive","Concrete","CV","B","abstract",1,2471,7.81237820598861
"7377",8387,"13c7c8a20a36f2b7355534ed5f3c5cf2","home","concrete-positive","Concrete","CV","B","concrete",1,773,6.65027904858742
"7378",8389,"13c7c8a20a36f2b7355534ed5f3c5cf2","beach","concrete-positive","Concrete","CV","B","concrete",1,1551,7.34665516317654
"7379",8390,"13c7c8a20a36f2b7355534ed5f3c5cf2","garbage","concrete-negative","Concrete","CV","B","concrete",1,1308,7.17625453201714
"7380",8391,"13c7c8a20a36f2b7355534ed5f3c5cf2","vomit","concrete-negative","Concrete","CV","B","concrete",1,1110,7.01211529430638
"7381",8392,"13c7c8a20a36f2b7355534ed5f3c5cf2","mud","concrete-negative","Concrete","CV","B","concrete",1,952,6.85856503479136
"7382",8393,"13c7c8a20a36f2b7355534ed5f3c5cf2","love","abstract-positive","Concrete","CV","B","abstract",1,860,6.75693238924755
"7383",8394,"13c7c8a20a36f2b7355534ed5f3c5cf2","compassion","abstract-positive","Concrete","CV","B","abstract",1,807,6.69332366826995
"7384",8395,"13c7c8a20a36f2b7355534ed5f3c5cf2","hug","concrete-positive","Concrete","CV","B","concrete",1,997,6.90475076996184
"7385",8396,"13c7c8a20a36f2b7355534ed5f3c5cf2","filth","concrete-negative","Concrete","CV","B","concrete",1,2141,7.66902828858968
"7386",8397,"13c7c8a20a36f2b7355534ed5f3c5cf2","sunshine","concrete-positive","Concrete","CV","B","concrete",1,1429,7.26473017792987
"7387",8398,"13c7c8a20a36f2b7355534ed5f3c5cf2","grief","abstract-negative","Concrete","CV","B","abstract",1,1561,7.35308192051543
"7388",8400,"13c7c8a20a36f2b7355534ed5f3c5cf2","shame","abstract-negative","Concrete","CV","B","abstract",1,2312,7.74586822979227
"7389",8401,"13c7c8a20a36f2b7355534ed5f3c5cf2","rust","concrete-negative","Concrete","CV","B","concrete",1,1172,7.06646697013696
"7390",8402,"13c7c8a20a36f2b7355534ed5f3c5cf2","resentment","abstract-negative","Concrete","CV","B","abstract",1,1033,6.94022246911964
"7391",8403,"13c7c8a20a36f2b7355534ed5f3c5cf2","music","concrete-positive","Concrete","CV","B","concrete",1,804,6.68959926917897
"7392",8404,"13c7c8a20a36f2b7355534ed5f3c5cf2","hope","abstract-positive","Concrete","CV","B","abstract",1,2718,7.90765159471109
"7393",8405,"13c7c8a20a36f2b7355534ed5f3c5cf2","peace","abstract-positive","Concrete","CV","B","abstract",1,1548,7.34471905414967
"7394",8406,"13c7c8a20a36f2b7355534ed5f3c5cf2","mold","concrete-negative","Concrete","CV","B","concrete",1,1165,7.0604763659998
"7395",8408,"13c7c8a20a36f2b7355534ed5f3c5cf2","freedom","abstract-positive","Concrete","CV","B","abstract",1,1703,7.44014668066269
"7396",8409,"13c7c8a20a36f2b7355534ed5f3c5cf2","rain","concrete-positive","Concrete","CV","B","concrete",1,1054,6.96034772910131
"7397",8410,"13c7c8a20a36f2b7355534ed5f3c5cf2","smoke","concrete-negative","Concrete","CV","B","concrete",1,1255,7.13489085156588
"7398",8411,"13c7c8a20a36f2b7355534ed5f3c5cf2","envy","abstract-negative","Concrete","CV","B","abstract",1,826,6.71659477352098
"7399",8412,"13c7c8a20a36f2b7355534ed5f3c5cf2","guilt","abstract-negative","Concrete","CV","B","abstract",1,947,6.85329909318608
"7400",8413,"13c7c8a20a36f2b7355534ed5f3c5cf2","joy","abstract-positive","Concrete","CV","B","abstract",1,846,6.74051935960622
"7401",8414,"13c7c8a20a36f2b7355534ed5f3c5cf2","rot","concrete-negative","Concrete","CV","B","concrete",1,920,6.82437367004309
"7402",8415,"13c7c8a20a36f2b7355534ed5f3c5cf2","despair","abstract-negative","Concrete","CV","B","abstract",1,1405,7.24779258176785
"7403",8417,"13c7c8a20a36f2b7355534ed5f3c5cf2","chocolate","concrete-positive","Concrete","CV","B","concrete",1,1566,7.35627987655075
"7404",8418,"13c7c8a20a36f2b7355534ed5f3c5cf2","regret","abstract-negative","Concrete","CV","B","abstract",1,950,6.85646198459459
"7405",8420,"13c7c8a20a36f2b7355534ed5f3c5cf2","inspiration","abstract-positive","Concrete","CV","B","abstract",1,1510,7.31986492980897
"7406",8421,"13c7c8a20a36f2b7355534ed5f3c5cf2","failure","abstract-negative","Concrete","CV","B","abstract",1,2443,7.80098207125774
"7407",8422,"13c7c8a20a36f2b7355534ed5f3c5cf2","lonliness","abstract-negative","Concrete","CV","B","abstract",1,936,6.84161547647759
"7408",8423,"13c7c8a20a36f2b7355534ed5f3c5cf2","laughter","concrete-positive","Concrete","CV","B","concrete",1,2280,7.73193072194849
"7409",8425,"13c7c8a20a36f2b7355534ed5f3c5cf2","kindness","abstract-positive","Concrete","CV","B","abstract",1,1258,7.13727843726039
"7410",8426,"13c7c8a20a36f2b7355534ed5f3c5cf2","guilt","abstract-negative","Concrete","CV","B","abstract",1,2960,7.99294454731811
"7411",8427,"13c7c8a20a36f2b7355534ed5f3c5cf2","mud","concrete-negative","Concrete","CV","B","concrete",1,1135,7.0343879299155
"7412",8428,"13c7c8a20a36f2b7355534ed5f3c5cf2","compassion","abstract-positive","Concrete","CV","B","abstract",1,1061,6.96696713861398
"7413",8429,"13c7c8a20a36f2b7355534ed5f3c5cf2","love","abstract-positive","Concrete","CV","B","abstract",1,991,6.89871453432999
"7414",8430,"13c7c8a20a36f2b7355534ed5f3c5cf2","rust","concrete-negative","Concrete","CV","B","concrete",1,2183,7.68845535654994
"7415",8431,"13c7c8a20a36f2b7355534ed5f3c5cf2","gratitude","abstract-positive","Concrete","CV","B","abstract",1,1767,7.4770384723197
"7416",8432,"13c7c8a20a36f2b7355534ed5f3c5cf2","sunshine","concrete-positive","Concrete","CV","B","concrete",1,1000,6.90775527898214
"7417",8433,"13c7c8a20a36f2b7355534ed5f3c5cf2","smoke","concrete-negative","Concrete","CV","B","concrete",1,3246,8.08517874807454
"7418",8434,"13c7c8a20a36f2b7355534ed5f3c5cf2","beach","concrete-positive","Concrete","CV","B","concrete",1,848,6.7428806357919
"7419",8435,"13c7c8a20a36f2b7355534ed5f3c5cf2","despair","abstract-negative","Concrete","CV","B","abstract",1,814,6.70196036600254
"7420",8437,"13c7c8a20a36f2b7355534ed5f3c5cf2","failure","abstract-negative","Concrete","CV","B","abstract",1,959,6.86589107488344
"7421",8438,"13c7c8a20a36f2b7355534ed5f3c5cf2","peace","abstract-positive","Concrete","CV","B","abstract",1,798,6.68210859744981
"7422",8440,"13c7c8a20a36f2b7355534ed5f3c5cf2","mold","concrete-negative","Concrete","CV","B","concrete",1,1335,7.19668657083435
"7423",8441,"13c7c8a20a36f2b7355534ed5f3c5cf2","shame","abstract-negative","Concrete","CV","B","abstract",1,1567,7.35691824235602
"7424",8442,"13c7c8a20a36f2b7355534ed5f3c5cf2","rain","concrete-positive","Concrete","CV","B","concrete",1,702,6.55393340402581
"7425",8443,"13c7c8a20a36f2b7355534ed5f3c5cf2","vomit","concrete-negative","Concrete","CV","B","concrete",1,732,6.59578051396131
"7426",8444,"13c7c8a20a36f2b7355534ed5f3c5cf2","rot","concrete-negative","Concrete","CV","B","concrete",1,848,6.7428806357919
"7427",8445,"13c7c8a20a36f2b7355534ed5f3c5cf2","music","concrete-positive","Concrete","CV","B","concrete",1,1993,7.59739632021279
"7428",8446,"13c7c8a20a36f2b7355534ed5f3c5cf2","lonliness","abstract-negative","Concrete","CV","B","abstract",1,1050,6.95654544315157
"7429",8447,"13c7c8a20a36f2b7355534ed5f3c5cf2","freedom","abstract-positive","Concrete","CV","B","abstract",1,1224,7.10987946307227
"7430",8448,"13c7c8a20a36f2b7355534ed5f3c5cf2","garbage","concrete-negative","Concrete","CV","B","concrete",1,927,6.83195356556585
"7431",8449,"13c7c8a20a36f2b7355534ed5f3c5cf2","fireplace","concrete-positive","Concrete","CV","B","concrete",1,747,6.61606518513282
"7432",8450,"13c7c8a20a36f2b7355534ed5f3c5cf2","joy","abstract-positive","Concrete","CV","B","abstract",1,990,6.89770494312864
"7433",8451,"13c7c8a20a36f2b7355534ed5f3c5cf2","flowers","concrete-positive","Concrete","CV","B","concrete",1,1115,7.01660968389422
"7434",8452,"13c7c8a20a36f2b7355534ed5f3c5cf2","inspiration","abstract-positive","Concrete","CV","B","abstract",1,890,6.79122146272619
"7435",8453,"13c7c8a20a36f2b7355534ed5f3c5cf2","grief","abstract-negative","Concrete","CV","B","abstract",1,1518,7.32514895795557
"7436",8454,"13c7c8a20a36f2b7355534ed5f3c5cf2","filth","concrete-negative","Concrete","CV","B","concrete",1,993,6.90073066404517
"7437",8455,"13c7c8a20a36f2b7355534ed5f3c5cf2","home","concrete-positive","Concrete","CV","B","concrete",1,1410,7.25134498337221
"7438",8456,"13c7c8a20a36f2b7355534ed5f3c5cf2","hug","concrete-positive","Concrete","CV","B","concrete",1,1247,7.12849594568004
"7439",8457,"13c7c8a20a36f2b7355534ed5f3c5cf2","regret","abstract-negative","Concrete","CV","B","abstract",1,1142,7.04053639021596
"7440",8458,"13c7c8a20a36f2b7355534ed5f3c5cf2","chocolate","concrete-positive","Concrete","CV","B","concrete",1,1492,7.30787278076371
"7441",8459,"13c7c8a20a36f2b7355534ed5f3c5cf2","stench","concrete-negative","Concrete","CV","B","concrete",1,1477,7.29776828253138
"7442",8460,"13c7c8a20a36f2b7355534ed5f3c5cf2","hope","abstract-positive","Concrete","CV","B","abstract",1,1348,7.20637729147225
"7443",8461,"13c7c8a20a36f2b7355534ed5f3c5cf2","resentment","abstract-negative","Concrete","CV","B","abstract",1,1365,7.21890970761906
"7444",8462,"13c7c8a20a36f2b7355534ed5f3c5cf2","envy","abstract-negative","Concrete","CV","B","abstract",1,872,6.77078942390898
"7446",8464,"13c7c8a20a36f2b7355534ed5f3c5cf2","freedom","abstract-positive","Concrete","CV","B","abstract",1,1396,7.24136628332232
"7447",8465,"13c7c8a20a36f2b7355534ed5f3c5cf2","grief","abstract-negative","Concrete","CV","B","abstract",1,1067,6.97260625130175
"7448",8466,"13c7c8a20a36f2b7355534ed5f3c5cf2","rain","concrete-positive","Concrete","CV","B","concrete",1,1058,6.96413561241824
"7449",8467,"13c7c8a20a36f2b7355534ed5f3c5cf2","rust","concrete-negative","Concrete","CV","B","concrete",1,769,6.64509096950564
"7451",8470,"13c7c8a20a36f2b7355534ed5f3c5cf2","envy","abstract-negative","Concrete","CV","B","abstract",1,1482,7.30114780585603
"7452",8471,"13c7c8a20a36f2b7355534ed5f3c5cf2","fireplace","concrete-positive","Concrete","CV","B","concrete",1,677,6.51767127291227
"7453",8472,"13c7c8a20a36f2b7355534ed5f3c5cf2","stench","concrete-negative","Concrete","CV","B","concrete",1,1176,7.06987412845857
"7454",8473,"13c7c8a20a36f2b7355534ed5f3c5cf2","compassion","abstract-positive","Concrete","CV","B","abstract",1,1127,7.02731451403978
"7455",8474,"13c7c8a20a36f2b7355534ed5f3c5cf2","laughter","concrete-positive","Concrete","CV","B","concrete",1,1622,7.39141523467536
"7456",8475,"13c7c8a20a36f2b7355534ed5f3c5cf2","kindness","abstract-positive","Concrete","CV","B","abstract",1,2120,7.65917136766606
"7457",8476,"13c7c8a20a36f2b7355534ed5f3c5cf2","flowers","concrete-positive","Concrete","CV","B","concrete",1,828,6.71901315438526
"7458",8477,"13c7c8a20a36f2b7355534ed5f3c5cf2","chocolate","concrete-positive","Concrete","CV","B","concrete",1,809,6.69579891705849
"7459",8478,"13c7c8a20a36f2b7355534ed5f3c5cf2","smoke","concrete-negative","Concrete","CV","B","concrete",1,2373,7.77191025643576
"7461",8480,"13c7c8a20a36f2b7355534ed5f3c5cf2","mud","concrete-negative","Concrete","CV","B","concrete",1,2462,7.8087293067444
"7462",8481,"13c7c8a20a36f2b7355534ed5f3c5cf2","lonliness","abstract-negative","Concrete","CV","B","abstract",1,2512,7.82883452758809
"7463",8482,"13c7c8a20a36f2b7355534ed5f3c5cf2","injury","concrete-negative","Concrete","CV","B","concrete",1,1377,7.22766249872865
"7464",8483,"13c7c8a20a36f2b7355534ed5f3c5cf2","hug","concrete-positive","Concrete","CV","B","concrete",1,1079,6.98378996525813
"7465",8484,"13c7c8a20a36f2b7355534ed5f3c5cf2","music","concrete-positive","Concrete","CV","B","concrete",1,3339,8.11342663994365
"7466",8485,"13c7c8a20a36f2b7355534ed5f3c5cf2","garbage","concrete-negative","Concrete","CV","B","concrete",1,1692,7.43366654016617
"7467",8486,"13c7c8a20a36f2b7355534ed5f3c5cf2","rot","concrete-negative","Concrete","CV","B","concrete",1,2168,7.68156036255954
"7468",8488,"13c7c8a20a36f2b7355534ed5f3c5cf2","mold","concrete-negative","Concrete","CV","B","concrete",1,1168,7.06304816338817
"7469",8489,"13c7c8a20a36f2b7355534ed5f3c5cf2","failure","abstract-negative","Concrete","CV","B","abstract",1,1126,7.02642680869964
"7470",8490,"13c7c8a20a36f2b7355534ed5f3c5cf2","despair","abstract-negative","Concrete","CV","B","abstract",1,820,6.7093043402583
"7471",8491,"13c7c8a20a36f2b7355534ed5f3c5cf2","inspiration","abstract-positive","Concrete","CV","B","abstract",1,855,6.75110146893676
"7472",8492,"13c7c8a20a36f2b7355534ed5f3c5cf2","vomit","concrete-negative","Concrete","CV","B","concrete",1,869,6.76734312526539
"7473",8493,"13c7c8a20a36f2b7355534ed5f3c5cf2","resentment","abstract-negative","Concrete","CV","B","abstract",1,860,6.75693238924755
"7474",8494,"13c7c8a20a36f2b7355534ed5f3c5cf2","home","concrete-positive","Concrete","CV","B","concrete",1,1117,7.0184017990692
"7475",8495,"13c7c8a20a36f2b7355534ed5f3c5cf2","peace","abstract-positive","Concrete","CV","B","abstract",1,2282,7.73280753042202
"7476",8496,"13c7c8a20a36f2b7355534ed5f3c5cf2","hope","abstract-positive","Concrete","CV","B","abstract",1,829,6.7202201551353
"7477",8497,"13c7c8a20a36f2b7355534ed5f3c5cf2","filth","concrete-negative","Concrete","CV","B","concrete",1,1158,7.05444965813294
"7478",8498,"13c7c8a20a36f2b7355534ed5f3c5cf2","joy","abstract-positive","Concrete","CV","B","abstract",1,1710,7.44424864949671
"7479",8499,"13c7c8a20a36f2b7355534ed5f3c5cf2","gratitude","abstract-positive","Concrete","CV","B","abstract",1,878,6.77764659363512
"7480",8500,"13c7c8a20a36f2b7355534ed5f3c5cf2","beach","concrete-positive","Concrete","CV","B","concrete",1,1615,7.38709023565676
"7481",8501,"13c7c8a20a36f2b7355534ed5f3c5cf2","shame","abstract-negative","Concrete","CV","B","abstract",1,980,6.88755257166462
"7482",8502,"13c7c8a20a36f2b7355534ed5f3c5cf2","guilt","abstract-negative","Concrete","CV","B","abstract",1,1008,6.91572344863131
"7483",8503,"13c7c8a20a36f2b7355534ed5f3c5cf2","gratitude","abstract-positive","Valence","CV","B","positive",1,833,6.72503364216684
"7484",8504,"13c7c8a20a36f2b7355534ed5f3c5cf2","beach","concrete-positive","Valence","CV","B","positive",1,976,6.88346258641309
"7485",8505,"13c7c8a20a36f2b7355534ed5f3c5cf2","filth","concrete-negative","Valence","CV","B","negative",1,751,6.62140565176413
"7486",8506,"13c7c8a20a36f2b7355534ed5f3c5cf2","fireplace","concrete-positive","Valence","CV","B","positive",1,828,6.71901315438526
"7487",8507,"13c7c8a20a36f2b7355534ed5f3c5cf2","garbage","concrete-negative","Valence","CV","B","negative",1,1024,6.93147180559945
"7488",8508,"13c7c8a20a36f2b7355534ed5f3c5cf2","love","abstract-positive","Valence","CV","B","positive",1,639,6.45990445437753
"7489",8509,"13c7c8a20a36f2b7355534ed5f3c5cf2","guilt","abstract-negative","Valence","CV","B","negative",1,1210,7.09837563859079
"7490",8510,"13c7c8a20a36f2b7355534ed5f3c5cf2","stench","concrete-negative","Valence","CV","B","negative",1,1281,7.15539630189673
"7491",8511,"13c7c8a20a36f2b7355534ed5f3c5cf2","failure","abstract-negative","Valence","CV","B","negative",1,964,6.87109129461055
"7492",8512,"13c7c8a20a36f2b7355534ed5f3c5cf2","mud","concrete-negative","Valence","CV","B","negative",1,1575,7.36201055125973
"7493",8513,"13c7c8a20a36f2b7355534ed5f3c5cf2","rot","concrete-negative","Valence","CV","B","negative",1,1037,6.94408720822953
"7494",8514,"13c7c8a20a36f2b7355534ed5f3c5cf2","home","concrete-positive","Valence","CV","B","positive",1,707,6.56103066589657
"7495",8515,"13c7c8a20a36f2b7355534ed5f3c5cf2","lonliness","abstract-negative","Valence","CV","B","negative",1,830,6.72142570079064
"7496",8516,"13c7c8a20a36f2b7355534ed5f3c5cf2","smoke","concrete-negative","Valence","CV","B","negative",1,1046,6.95272864462487
"7497",8517,"13c7c8a20a36f2b7355534ed5f3c5cf2","mold","concrete-negative","Valence","CV","B","negative",1,895,6.79682371827486
"7498",8518,"13c7c8a20a36f2b7355534ed5f3c5cf2","vomit","concrete-negative","Valence","CV","B","negative",1,668,6.50428817353665
"7499",8519,"13c7c8a20a36f2b7355534ed5f3c5cf2","sunshine","concrete-positive","Valence","CV","B","positive",1,727,6.58892647753352
"7500",8520,"13c7c8a20a36f2b7355534ed5f3c5cf2","kindness","abstract-positive","Valence","CV","B","positive",1,677,6.51767127291227
"7501",8521,"13c7c8a20a36f2b7355534ed5f3c5cf2","music","concrete-positive","Valence","CV","B","positive",1,706,6.55961523749324
"7502",8522,"13c7c8a20a36f2b7355534ed5f3c5cf2","despair","abstract-negative","Valence","CV","B","negative",1,1002,6.90975328164481
"7503",8523,"13c7c8a20a36f2b7355534ed5f3c5cf2","rust","concrete-negative","Valence","CV","B","negative",1,1261,7.13966033596492
"7504",8524,"13c7c8a20a36f2b7355534ed5f3c5cf2","injury","concrete-negative","Valence","CV","B","negative",1,868,6.76619171466035
"7505",8525,"13c7c8a20a36f2b7355534ed5f3c5cf2","chocolate","concrete-positive","Valence","CV","B","positive",1,623,6.43454651878745
"7506",8526,"13c7c8a20a36f2b7355534ed5f3c5cf2","happiness","abstract-positive","Valence","CV","B","positive",1,727,6.58892647753352
"7507",8527,"13c7c8a20a36f2b7355534ed5f3c5cf2","regret","abstract-negative","Valence","CV","B","negative",1,750,6.62007320653036
"7508",8528,"13c7c8a20a36f2b7355534ed5f3c5cf2","laughter","concrete-positive","Valence","CV","B","positive",1,743,6.61069604471776
"7509",8529,"13c7c8a20a36f2b7355534ed5f3c5cf2","inspiration","abstract-positive","Valence","CV","B","positive",1,1041,6.94793706861497
"7510",8530,"13c7c8a20a36f2b7355534ed5f3c5cf2","joy","abstract-positive","Valence","CV","B","positive",1,844,6.73815249459596
"7511",8531,"13c7c8a20a36f2b7355534ed5f3c5cf2","peace","abstract-positive","Valence","CV","B","positive",1,709,6.56385552653213
"7512",8532,"13c7c8a20a36f2b7355534ed5f3c5cf2","resentment","abstract-negative","Valence","CV","B","negative",1,912,6.81563999007433
"7513",8534,"13c7c8a20a36f2b7355534ed5f3c5cf2","hug","concrete-positive","Valence","CV","B","positive",1,727,6.58892647753352
"7514",8535,"13c7c8a20a36f2b7355534ed5f3c5cf2","envy","abstract-negative","Valence","CV","B","negative",1,935,6.84054652928869
"7515",8536,"13c7c8a20a36f2b7355534ed5f3c5cf2","grief","abstract-negative","Valence","CV","B","negative",1,754,6.62539236800796
"7516",8537,"13c7c8a20a36f2b7355534ed5f3c5cf2","freedom","abstract-positive","Valence","CV","B","positive",1,668,6.50428817353665
"7517",8538,"13c7c8a20a36f2b7355534ed5f3c5cf2","compassion","abstract-positive","Valence","CV","B","positive",1,726,6.5875500148248
"7518",8539,"13c7c8a20a36f2b7355534ed5f3c5cf2","hope","abstract-positive","Valence","CV","B","positive",1,703,6.55535689181067
"7519",8540,"13c7c8a20a36f2b7355534ed5f3c5cf2","flowers","concrete-positive","Valence","CV","B","positive",1,720,6.5792512120101
"7520",8541,"13c7c8a20a36f2b7355534ed5f3c5cf2","anxiety","abstract-negative","Valence","CV","B","negative",1,1080,6.98471632011827
"7521",8542,"13c7c8a20a36f2b7355534ed5f3c5cf2","shame","abstract-negative","Valence","CV","B","negative",1,961,6.86797440897029
"7522",8543,"13c7c8a20a36f2b7355534ed5f3c5cf2","rot","concrete-negative","Valence","CV","B","negative",1,870,6.76849321164863
"7523",8544,"13c7c8a20a36f2b7355534ed5f3c5cf2","sunshine","concrete-positive","Valence","CV","B","positive",1,735,6.59987049921284
"7524",8545,"13c7c8a20a36f2b7355534ed5f3c5cf2","compassion","abstract-positive","Valence","CV","B","positive",1,704,6.55677835615804
"7525",8546,"13c7c8a20a36f2b7355534ed5f3c5cf2","hug","concrete-positive","Valence","CV","B","positive",1,813,6.70073110954781
"7526",8547,"13c7c8a20a36f2b7355534ed5f3c5cf2","stench","concrete-negative","Valence","CV","B","negative",1,786,6.66695679242921
"7527",8548,"13c7c8a20a36f2b7355534ed5f3c5cf2","happiness","abstract-positive","Valence","CV","B","positive",1,655,6.48463523563525
"7528",8549,"13c7c8a20a36f2b7355534ed5f3c5cf2","injury","concrete-negative","Valence","CV","B","negative",1,877,6.77650699237218
"7529",8550,"13c7c8a20a36f2b7355534ed5f3c5cf2","lonliness","abstract-negative","Valence","CV","B","negative",1,885,6.78558764500793
"7530",8551,"13c7c8a20a36f2b7355534ed5f3c5cf2","mold","concrete-negative","Valence","CV","B","negative",1,1400,7.24422751560335
"7531",8552,"13c7c8a20a36f2b7355534ed5f3c5cf2","anxiety","abstract-negative","Valence","CV","B","negative",1,705,6.55819780281227
"7532",8553,"13c7c8a20a36f2b7355534ed5f3c5cf2","flowers","concrete-positive","Valence","CV","B","positive",1,759,6.63200177739563
"7533",8554,"13c7c8a20a36f2b7355534ed5f3c5cf2","filth","concrete-negative","Valence","CV","B","negative",1,703,6.55535689181067
"7534",8555,"13c7c8a20a36f2b7355534ed5f3c5cf2","hope","abstract-positive","Valence","CV","B","positive",1,965,6.87212810133899
"7535",8556,"13c7c8a20a36f2b7355534ed5f3c5cf2","music","concrete-positive","Valence","CV","B","positive",1,822,6.71174039505618
"7536",8557,"13c7c8a20a36f2b7355534ed5f3c5cf2","garbage","concrete-negative","Valence","CV","B","negative",1,830,6.72142570079064
"7537",8558,"13c7c8a20a36f2b7355534ed5f3c5cf2","guilt","abstract-negative","Valence","CV","B","negative",1,688,6.53378883793334
"7538",8559,"13c7c8a20a36f2b7355534ed5f3c5cf2","freedom","abstract-positive","Valence","CV","B","positive",1,638,6.45833828334479
"7539",8561,"13c7c8a20a36f2b7355534ed5f3c5cf2","despair","abstract-negative","Valence","CV","B","negative",1,703,6.55535689181067
"7540",8562,"13c7c8a20a36f2b7355534ed5f3c5cf2","kindness","abstract-positive","Valence","CV","B","positive",1,698,6.54821910276237
"7541",8563,"13c7c8a20a36f2b7355534ed5f3c5cf2","inspiration","abstract-positive","Valence","CV","B","positive",1,706,6.55961523749324
"7542",8564,"13c7c8a20a36f2b7355534ed5f3c5cf2","laughter","concrete-positive","Valence","CV","B","positive",1,696,6.54534966033442
"7543",8565,"13c7c8a20a36f2b7355534ed5f3c5cf2","rust","concrete-negative","Valence","CV","B","negative",1,645,6.46925031679577
